id,longitude,latitude,time,NDVI
20240118T051131_20240118T052357_T43PGQ,77.5899614564344,12.97001081941027,2024-01-18 05:25:10.928,0.18427620632279534
20240123T051119_20240123T052221_T43PGQ,77.5899614564344,12.97001081941027,2024-01-23 05:25:19.002,0.24705882352941178
20240202T051029_20240202T052012_T43PGQ,77.5899614564344,12.97001081941027,2024-02-02 05:25:16.836,0.14408787421925479
20240207T051001_20240207T052026_T43PGQ,77.5899614564344,12.97001081941027,2024-02-07 05:25:15.703,0.29617537313432835
20240212T050939_20240212T051719_T43PGQ,77.5899614564344,12.97001081941027,2024-02-12 05:25:20.657,0.296718322698268
20240222T050829_20240222T051835_T43PGQ,77.5899614564344,12.97001081941027,2024-02-22 05:25:20.234,0.24516266213055496
20240227T050751_20240227T052054_T43PGQ,77.5899614564344,12.97001081941027,2024-02-27 05:25:19.116,0.29444444444444445
