id,longitude_x,latitude_x,time,NDVI,date,longitude_y,latitude_y,temperature_2m,total_precipitation,u_component_of_wind_10m,v_component_of_wind_10m,soil_moisture
20240118T051131_20240118T052357_T43PGQ,77.5899614564344,12.97001081941027,2024-01-18 05:25:10.928,0.1842762063227953,2024-01-18,77.56952478372068,12.980655855527084,294.9617099761963,2.3668010395994088e-07,-1.4549369812011719,1.467477838198344,0.0
20240123T051119_20240123T052221_T43PGQ,77.5899614564344,12.97001081941027,2024-01-23 05:25:19.002,0.2470588235294117,2024-01-23,77.56952478372068,12.980655855527084,295.76611010233563,6.440249270175021e-07,-1.5127193927764893,1.656182885169983,0.0
20240202T051029_20240202T052012_T43PGQ,77.5899614564344,12.97001081941027,2024-02-02 05:25:16.836,0.1440878742192547,2024-02-02,77.56952478372068,12.980655855527084,297.5367546081543,3.1788239873264956e-05,-0.5614714622497557,1.2355657815933228,0.0
20240207T051001_20240207T052026_T43PGQ,77.5899614564344,12.97001081941027,2024-02-07 05:25:15.703,0.2961753731343283,2024-02-07,77.56952478372068,12.980655855527084,297.47733243306476,4.296452732847437e-07,-3.008999506632487,0.09342670440673828,0.0
20240212T050939_20240212T051719_T43PGQ,77.5899614564344,12.97001081941027,2024-02-12 05:25:20.657,0.296718322698268,2024-02-12,77.56952478372068,12.980655855527084,295.7730070749919,7.510662669574231e-07,-3.146611531575521,0.7229116360346476,0.0
20240222T050829_20240222T051835_T43PGQ,77.5899614564344,12.97001081941027,2024-02-22 05:25:20.234,0.2451626621305549,2024-02-22,77.56952478372068,12.980655855527084,298.8315715789795,2.1358329623429503e-07,1.0058237711588542,-0.008419950803120932,0.0
20240227T050751_20240227T052054_T43PGQ,77.5899614564344,12.97001081941027,2024-02-27 05:25:19.116,0.2944444444444444,2024-02-27,77.56952478372068,12.980655855527084,297.2669595082601,1.7341886386172214e-07,-3.2048267920811973,0.9153900146484375,0.0
