id,longitude,latitude,time,temperature_2m,total_precipitation,u_component_of_wind_10m,v_component_of_wind_10m
20240118T10,77.56952478372068,12.980655855527084,2024-01-18 10:00:00,300.41065979003906,0.0,0.294586181640625,1.62042236328125
20240118T11,77.56952478372068,12.980655855527084,2024-01-18 11:00:00,300.0988006591797,0.0,0.0813446044921875,1.6600341796875
20240118T12,77.56952478372068,12.980655855527084,2024-01-18 12:00:00,299.4869384765625,0.0,-0.395416259765625,1.837493896484375
20240118T13,77.56952478372068,12.980655855527084,2024-01-18 13:00:00,298.26112365722656,0.0,-0.985809326171875,1.7013397216796875
20240118T14,77.56952478372068,12.980655855527084,2024-01-18 14:00:00,296.98951721191406,4.261732051702438e-07,-1.5174560546875,1.717864990234375
20240118T15,77.56952478372068,12.980655855527084,2024-01-18 15:00:00,295.68296813964844,4.261732051702438e-07,-1.9309539794921875,1.51513671875
20240118T16,77.56952478372068,12.980655855527084,2024-01-18 16:00:00,294.60487365722656,4.410743663640915e-07,-2.3770599365234375,1.04290771484375
20240118T17,77.56952478372068,12.980655855527084,2024-01-18 17:00:00,293.5504150390625,4.410743663640915e-07,-2.7797088623046875,0.7146453857421875
20240118T18,77.56952478372068,12.980655855527084,2024-01-18 18:00:00,292.72271728515625,4.410743663640915e-07,-2.9847412109375,0.5977783203125
20240118T19,77.56952478372068,12.980655855527084,2024-01-18 19:00:00,292.5006866455078,4.410743663640915e-07,-2.792572021484375,0.8267822265625
20240118T20,77.56952478372068,12.980655855527084,2024-01-18 20:00:00,291.8294982910156,4.410743663640915e-07,-2.78485107421875,0.8202667236328125
20240118T21,77.56952478372068,12.980655855527084,2024-01-18 21:00:00,291.03431701660156,4.410743663640915e-07,-2.500701904296875,0.86187744140625
20240118T22,77.56952478372068,12.980655855527084,2024-01-18 22:00:00,290.6142272949219,4.410743663640915e-07,-2.1450958251953125,0.9916839599609375
20240118T23,77.56952478372068,12.980655855527084,2024-01-18 23:00:00,290.6460418701172,4.410743663640915e-07,-1.923004150390625,1.0789642333984375
20240119T00,77.56952478372068,12.980655855527084,2024-01-19 00:00:00,290.8153839111328,6.79492945465654e-07,-2.019744873046875,1.4589385986328125
20240119T01,77.56952478372068,12.980655855527084,2024-01-19 01:00:00,290.9850311279297,4.284083843231201e-07,-1.9950408935546875,1.5898590087890625
20240119T02,77.56952478372068,12.980655855527084,2024-01-19 02:00:00,291.3407897949219,1.2889504432678223e-06,-2.1759185791015625,1.75787353515625
20240119T03,77.56952478372068,12.980655855527084,2024-01-19 03:00:00,292.3561248779297,2.1457672119140625e-06,-2.37152099609375,2.046142578125
20240119T04,77.56952478372068,12.980655855527084,2024-01-19 04:00:00,294.4591369628906,2.1457672119140625e-06,-1.8381500244140625,1.797943115234375
20240119T05,77.56952478372068,12.980655855527084,2024-01-19 05:00:00,296.9288330078125,2.1457672119140625e-06,-1.5886993408203125,1.8605499267578125
20240119T06,77.56952478372068,12.980655855527084,2024-01-19 06:00:00,298.9829559326172,2.1457672119140625e-06,-1.4910888671875,1.891632080078125
20240119T07,77.56952478372068,12.980655855527084,2024-01-19 07:00:00,300.5668640136719,2.1457672119140625e-06,-1.517303466796875,1.2116851806640625
20240119T08,77.56952478372068,12.980655855527084,2024-01-19 08:00:00,301.1559753417969,2.1457672119140625e-06,-1.3771514892578125,1.3184661865234375
20240119T09,77.56952478372068,12.980655855527084,2024-01-19 09:00:00,301.6061706542969,2.1457672119140625e-06,-1.1741180419921875,1.4595794677734375
20240119T10,77.56952478372068,12.980655855527084,2024-01-19 10:00:00,301.64952087402344,2.1457672119140625e-06,-1.2074432373046875,1.5087127685546875
20240119T11,77.56952478372068,12.980655855527084,2024-01-19 11:00:00,300.9671325683594,2.1457672119140625e-06,-1.602325439453125,1.7552642822265625
20240119T12,77.56952478372068,12.980655855527084,2024-01-19 12:00:00,300.0609436035156,2.1457672119140625e-06,-1.9016571044921875,2.01422119140625
20240119T13,77.56952478372068,12.980655855527084,2024-01-19 13:00:00,298.16796875,2.1457672119140625e-06,-2.0843353271484375,2.1002960205078125
20240119T14,77.56952478372068,12.980655855527084,2024-01-19 14:00:00,296.4844207763672,2.1457672119140625e-06,-2.4998016357421875,2.1145782470703125
20240119T15,77.56952478372068,12.980655855527084,2024-01-19 15:00:00,295.32017517089844,2.1457672119140625e-06,-2.8968658447265625,1.776641845703125
20240119T16,77.56952478372068,12.980655855527084,2024-01-19 16:00:00,294.1682586669922,2.1457672119140625e-06,-3.231292724609375,1.3897857666015625
20240119T17,77.56952478372068,12.980655855527084,2024-01-19 17:00:00,293.2193145751953,2.1457672119140625e-06,-3.3427352905273438,1.1238555908203125
20240119T18,77.56952478372068,12.980655855527084,2024-01-19 18:00:00,292.35394287109375,2.1457672119140625e-06,-3.2448225021362305,0.85015869140625
20240119T19,77.56952478372068,12.980655855527084,2024-01-19 19:00:00,291.68316650390625,2.1457672119140625e-06,-3.0353946685791016,0.891632080078125
20240119T20,77.56952478372068,12.980655855527084,2024-01-19 20:00:00,291.56195068359375,2.1457672119140625e-06,-2.9718446731567383,0.981719970703125
20240119T21,77.56952478372068,12.980655855527084,2024-01-19 21:00:00,291.63978576660156,3.159046173095703e-06,-3.4222869873046875,1.2757110595703125
